,Country,Country Code,Number of athletes,Gold medals,Silver medals,Bronze medals,Total medals,GDP,GDP per capita,Population,Life expectancy,Democracy,Gender equality,Continent,Female athletes %,log_GDP,log_GDPpc,log_Population
101,Laos,LAO,4,0,0,0,0,15468785203.7532,2054.43078086496,7529475.0,68.999,1.77,0.467,Asia,0.75,23.462089972510974,7.6277540962810635,15.83433587622991
102,Latvia,LVA,29,0,0,0,0,40422521943.4418,21508.4003332167,1879383.0,74.580487804878,7.38,0.142,Europe,0.4482758621,24.422652940430265,9.976198850980108,14.446454089450157
103,Lebanon,LBN,10,0,0,0,0,20992421948.8081,3823.93806860546,5489739.0,74.416,3.56,0.365,Asia,0.4,23.767427349963782,8.24903607859178,15.518391271371998
104,Lesotho,LSO,3,0,0,0,0,2289355249.40148,992.857328462257,2305825.0,53.036,6.06,0.552,Africa,0.6666666667,21.551536064390078,6.900586976443909,14.65094908794617
105,Liberia,LBR,8,0,0,0,0,4001047000.0,754.53284857226,5302681.0,61.1,5.57,0.656,Africa,0.375,22.109821913815747,6.626098814135298,15.48372309968045
106,Libya,LBY,6,0,0,0,0,55938727098.0174,8211.38094790285,6812341.0,72.151,2.06,0.266,Africa,0.1666666667,24.747522769688672,9.013276391456946,15.734246378231726
107,Liechtenstein,LIE,1,0,0,0,0,7364654515.13984,187267.132380803,39327.0,84.319512195122,,,Europe,0.0,22.71995797675054,12.140291391884618,10.579666584865919
108,Lithuania,LTU,51,0,2,2,4,71013953448.2085,25078.7453655669,2831639.0,75.7926829268293,7.31,0.098,Europe,0.4705882353,24.986142222118296,10.129775968199175,14.85636625391912
109,Luxembourg,LUX,14,0,0,0,0,81641807865.7591,125006.021815486,653103.0,83.0463414634146,8.81,0.043,Europe,0.4285714286,25.12560731900543,11.73611718964797,13.38949012935746
110,Madagascar,MDG,7,0,0,0,0,15302510500.0528,516.772196977613,29611714.0,65.23,5.26,0.574,Africa,0.5714285714,23.451282736855106,6.247602152603274,17.203680584251828
111,Malawi,MWI,3,0,0,0,0,13129458325.7379,643.433195658657,20405317.0,62.898,5.85,0.579,Africa,0.6666666667,23.298124269706225,6.4668182075968685,16.83130606210936
112,Malaysia,MYS,26,0,0,2,2,407027451714.616,11993.1876132994,33938221.0,76.26,7.29,0.202,Asia,0.5,26.73214646904469,9.392094068676393,17.3400524003683
113,Maldives,MDV,5,0,0,0,0,6170638746.31376,11780.8169089988,523787.0,80.839,,0.328,Asia,0.6,22.543068194029523,9.374227801914827,13.168840392114696
114,Mali,MLI,23,0,0,0,0,18780322203.7584,831.223466645115,22593590.0,59.417,2.58,0.607,Africa,0.08695652174,23.656075467329,6.72289867163519,16.93317679569381
115,Malta,MLT,5,0,0,0,0,18357069272.7682,34563.3966270232,531113.0,82.7,7.93,0.117,Europe,0.4,23.633280583731004,10.450550500120551,13.182730083610451
116,Marshall Islands,MHL,4,0,0,0,0,258774475.097656,6225.17922244115,41569.0,65.146,,,Oceania,0.5,19.37146748781992,8.736357511672061,10.63510997614786
117,Mauritania,MRT,2,0,0,0,0,9744039514.55646,2057.38039245817,4736139.0,64.691,4.14,0.603,Africa,0.5,22.999921603176304,7.629188798398853,15.370732804777449
118,Mauritius,MUS,13,0,0,0,0,12927979286.0453,10239.7970461095,1262523.0,73.5146341463415,8.14,0.369,Africa,0.4615384615,23.28265973646871,9.234037078681217,14.048622657787492
119,Mexico,MEX,107,0,3,2,5,1463323889036.56,11476.6788057764,127504125.0,74.832,5.14,0.352,North America,0.5794392523,28.011731600365344,9.34807232538476,18.663659274980585
120,Moldova,MDA,26,0,1,3,4,14510490660.2516,5715.28022054154,2538894.0,68.621,6.23,0.156,Europe,0.4615384615,23.398137718587915,8.65089860749257,14.747239111095345
121,Monaco,MCO,6,0,0,0,0,8784002931.68665,240862.18244774,36469.0,,,,Europe,0.5,22.896198055466563,12.39198019183686,10.504217863629703
122,Mongolia,MNG,32,0,1,0,1,17146471713.748,5045.50472602069,3398366.0,72.667,6.48,0.297,Asia,0.5625,23.565058258416048,8.526252972584492,15.038805285831558
123,Montenegro,MNE,19,0,0,0,0,6229801580.79157,10093.4387007266,617213.0,76.1878048780488,6.67,0.114,Europe,0.1578947368,22.552610320248466,9.219640858134593,13.332969462113873
124,Morocco,MAR,59,1,0,1,2,130912558829.84,3441.99145507813,37457971.0,74.973,5.04,0.44,Africa,0.3050847458,25.59779544742848,8.143805494222828,17.4387300890712
125,Mozambique,MOZ,7,0,0,0,0,18406835494.9468,558.298592504349,32969518.0,59.625,3.51,0.477,Africa,0.5714285714,23.63598792686502,6.324893931274894,17.311093995590124
126,Myanmar,MMR,2,0,0,0,0,62253049891.6449,1149.01896107058,54179306.0,67.256,0.74,0.479,Asia,0.5,24.85447336533434,7.046663779949828,17.807809585384515
127,Namibia,NAM,4,0,0,0,0,12567271004.6761,4895.68066089139,2567012.0,58.059,6.52,0.45,Africa,0.5,23.25436173213373,8.496108597573814,14.75825313455992
128,Nauru,NRU,1,0,0,0,0,153824609.470517,12142.769929785,12668.0,64.014,,,Oceania,0.0,18.851323611796882,9.404489204138347,9.44683440765853
129,Nepal,NPL,7,0,0,0,0,41182939600.67,1348.15718956035,30547580.0,70.484,4.6,0.495,Asia,0.5714285714,24.441289920181667,7.206493894140032,17.234796026041632
130,Netherlands,NLD,273,15,7,12,34,1009398719033.08,57025.01245598,17700982.0,81.7146341463415,9.0,0.025,Europe,0.5970695971,27.640375941813804,10.951245265582727,16.689130676231077
131,New Zealand,NZL,195,10,7,3,20,246733522841.353,48216.5095836302,5117200.0,82.7609756097561,9.61,0.082,Oceania,0.4974358974,26.23157473629823,10.783456763873213,15.448117972425017
132,Nicaragua,NIC,7,0,0,0,0,15649934214.9276,2252.31020571776,6948392.0,74.615,2.26,0.397,North America,0.8571428571,23.473732550404737,7.719711726539689,15.754020823865048
133,Niger,NER,7,0,0,0,0,15433852712.2963,588.899048266729,26207977.0,62.08,2.37,0.609,Africa,0.2857142857,23.459829161868793,6.378254773828875,17.081574388039922
134,Nigeria,NGA,88,0,0,0,0,472624596925.938,2162.6337321033,218541212.0,53.633,4.23,0.677,Africa,0.7159090909,26.881567246315967,7.6790820783289835,19.202485167986982
135,North Korea,PRK,16,0,2,4,6,,,26069416.0,73.578,1.08,,Asia,0.75,,,17.07627338443131
136,North Macedonia,MKD,7,0,0,0,0,13711469681.1535,7485.6034579418,1831712.0,74.4248780487805,6.03,0.134,Europe,0.2857142857,23.341498522525438,8.920736915907439,14.420761606617999
137,Norway,NOR,107,4,1,3,8,593726965415.619,108798.451165901,5457127.0,82.5609756097561,9.81,0.012,Europe,0.476635514,27.10968539645323,11.597252377695124,15.512433018758106
138,Oman,OMN,4,0,0,0,0,114667360208.062,25056.7948608378,4576298.0,73.935,3.12,0.267,Asia,0.25,25.46530125395953,10.12890032166051,15.336400932299023
139,Pakistan,PAK,7,1,0,0,1,374787958882.308,1589.26398049714,235824862.0,66.431,3.25,0.522,Asia,0.4285714286,26.64962626001314,7.37102628269281,19.278599977320333
140,Palau,PLW,3,0,0,0,0,242333709.716797,13421.9722911546,18055.0,,,,Oceania,0.6666666667,19.305826299992702,9.50464836628114,9.801177933711559
141,Palestine,PSE,8,0,0,0,0,19165500000.0,3799.95527015163,5043612.0,73.444,3.47,,Asia,0.25,23.67637762466376,8.24274457463247,15.433633050031293
142,Panama,PAN,8,0,1,0,1,76522511780.6222,17357.6286293985,4408581.0,76.826,6.91,0.392,North America,0.625,25.060850806131615,9.761787379194727,15.299063426936888
143,Papua New Guinea,PNG,7,0,0,0,0,31603619036.6338,3115.92292253449,10142619.0,65.958,6.03,0.604,Oceania,0.2857142857,24.176537477457373,8.044280670655972,16.132256806801404
144,Paraguay,PRY,28,0,0,0,0,41952910858.0846,6187.0660296399,6780744.0,70.475,6.0,0.429,South America,0.2142857143,24.459813656202865,8.730216267793404,15.729597388409461
145,Peru,PER,26,0,0,1,1,246488757636.211,7239.11131130898,34049588.0,73.385,5.81,0.36,South America,0.6538461538,26.23058222142239,8.887253730788954,17.343328490633436
146,Philippines,PHL,22,2,0,2,4,404353369604.631,3499.10727950801,115559009.0,72.187,6.66,0.388,Asia,0.6818181818,26.725555009839525,8.160263151945696,18.565291857893833
147,Poland,POL,210,1,4,5,10,689763329458.441,18732.4977273198,36821749.0,77.3048780487805,7.18,0.105,Europe,0.5666666667,27.259614374914623,9.838015140915614,17.42159923399901
148,Portugal,PRT,73,1,2,1,4,255196659934.378,24515.2657495716,10409704.0,81.5804878048781,7.75,0.076,Europe,0.5068493151,26.265300300299963,10.10705129431096,16.158249005989006
149,Puerto Rico,PRI,51,0,0,2,2,113567200000.0,35268.0791015719,3220113.0,79.72,,,North America,0.4705882353,25.455660569147874,10.470733559075331,14.984927010072543
150,Qatar,QAT,14,0,0,1,1,235770403734.9,87480.4197119462,2695122.0,81.559,3.65,0.212,Asia,0.1428571429,26.186124302901113,11.379170272583792,14.806954030317321
151,Republic of the Congo,COG,4,0,0,0,0,15817030156.9459,2649.23063369467,5970424.0,63.053,2.79,0.572,Africa,0.5,23.484353054541984,7.8820245499195805,15.602328504622403
152,Romania,ROU,106,3,4,2,9,298891515898.026,15692.3071700143,19047009.0,75.3048780487805,6.45,0.23,Europe,0.5188679245,26.423346521417354,9.660925882081413,16.762420639335943
153,Rwanda,RWA,8,0,0,0,0,13316160803.5187,966.571293318523,13776698.0,67.129,3.3,0.4,Africa,0.625,23.31224423254893,6.873755060354745,16.438489172194185
154,Saint Kitts and Nevis,KNA,3,0,0,0,0,981429629.62963,20593.609115757,47657.0,72.027,,,North America,0.3333333333,20.704520872350017,9.932736069545014,10.771784802805005
155,Saint Lucia,LCA,4,1,1,0,2,2343703788.17323,13030.9289500727,179857.0,71.294,,0.347,North America,0.25,21.574998330442522,9.475080960752841,12.09991736968968
156,Saint Vincent and the Grenadines,VCT,4,0,0,0,0,966492592.592592,9297.84692916259,103948.0,68.972,,,North America,0.5,20.689184192426634,9.137538139344807,11.551646053081827
157,Samoa,WSM,24,0,0,0,0,832945205.637185,3745.56036746313,222382.0,72.598,,0.406,Oceania,0.1666666667,20.54047841842035,8.22832651558902,12.312151902831332
158,San Marino,SMR,5,0,0,0,0,,,33660.0,,,,Europe,0.6,,,10.424065467744796
159,São Tomé and Príncipe,STP,3,0,0,0,0,542686976.457587,2386.6961758184,227380.0,68.794,,,Africa,0.6666666667,20.112043241062963,7.777665335379867,12.334377905683098
160,Saudi Arabia,SAU,9,0,0,0,0,1108571466666.67,30447.8823171601,36408820.0,77.905,2.08,0.229,Asia,0.2222222222,27.734093335432625,10.323771724485113,17.41032161094751
161,Senegal,SEN,11,0,0,0,0,27619479059.6131,1594.98515311153,17316449.0,67.913,5.48,0.505,Africa,0.3636363636,24.041787123765367,7.374619706781597,16.667167416983766
162,Serbia,SRB,113,3,1,1,5,63563410720.7093,9537.68431879504,6664449.0,75.4821951219512,6.33,0.119,Europe,0.3805309735,24.87530383860864,9.16300600109877,15.71229783750987
163,Seychelles,SYC,3,0,0,0,0,2057968519.83091,17167.1909760833,119878.0,73.8487804878049,,,Africa,0.3333333333,21.444985177754837,9.750755339813425,11.694229837941414
164,Sierra Leone,SLE,4,0,0,0,0,4094563859.43556,475.795727844622,8605718.0,60.411,4.32,0.613,Africa,0.75,22.132926042946973,6.164988618939564,15.967937424007411
165,Singapore,SGP,23,0,0,1,1,498474540987.78,88428.7024226232,5637022.0,82.8951219512195,6.18,0.036,Asia,0.6956521739,26.93481835380597,11.389951883964704,15.544866469841265
166,Slovakia,SVK,28,0,0,1,1,115584743573.553,21279.4589247729,5431752.0,77.0658536585366,7.07,0.184,Europe,0.5,25.473269808467762,9.965497516664884,15.507772291802878
167,Slovenia,SVN,90,2,1,0,3,60063475466.3446,28439.3340989687,2111986.0,81.2829268292683,7.75,0.049,Europe,0.4888888889,24.818667764399894,10.255528469401453,14.56313929499844
168,Solomon Islands,SLB,2,0,0,0,0,1566360686.10632,2162.6661301834,724273.0,70.742,,,Oceania,1.0,21.172020731178822,7.67909705906148,13.492923672117344
169,Somalia,SOM,1,0,0,0,0,10419541202.0391,592.103121972141,17597511.0,56.107,,0.674,Africa,0.0,23.066948841787777,6.383680812234759,16.68326802955302
170,South Africa,ZAF,149,1,3,2,6,405270850098.738,6766.48125428394,59893885.0,61.48,7.05,0.401,Africa,0.4228187919,26.727821446204732,8.819736475141621,17.90808497106311
171,South Korea,KOR,141,13,9,10,32,1673916511799.71,32394.6833725203,51672569.0,82.6804878048781,8.09,0.062,Asia,0.5390070922,28.146187213275233,10.385749594874888,17.760437618400346
172,South Sudan,SSD,14,0,0,0,0,,,10913164.0,55.567,,,Africa,0.07142857143,,,16.205480324930626
173,Spain,ESP,383,5,4,9,18,1417800466262.65,29674.5442864413,47778340.0,83.0829268292683,8.07,0.059,Europe,0.5039164491,27.98012781923076,10.298044862542472,17.682082956688287
174,Sri Lanka,LKA,6,0,0,0,0,74144875098.0587,3342.72012524497,22181000.0,76.61,6.17,0.376,Asia,0.5,25.029286787808786,8.11454016327586,16.914746624532928
175,Sudan,SDN,4,0,0,0,0,51666875363.0963,1102.24536132813,46874204.0,65.578,2.47,0.548,Africa,0.25,24.668082704475125,7.005104615862787,17.66297806077733
176,Suriname,SUR,5,0,0,0,0,3620987993.32637,5858.82466074423,618040.0,70.289,6.88,0.405,South America,0.2,22.010012751879724,8.67570429261537,13.334308459264355
177,Sweden,SWE,118,4,4,3,11,590409594949.102,56299.5057328064,10486941.0,83.109756097561,9.39,0.023,Europe,0.5169491525,27.104082361708176,10.93844103492062,16.165641326787558
178,Switzerland,CHE,127,1,2,5,8,818426550206.45,93259.9057183024,8775760.0,83.4536585365854,9.14,0.018,Europe,0.4881889764,27.430649492658844,11.443145559406434,15.98750393325241
179,Syria,SYR,6,0,0,0,0,,,22125249.0,72.3,1.43,0.487,Asia,0.1666666667,,,16.912230003032228
180,Chinese Taipei,TWN,60,2,0,5,7,,,,,8.92,,Asia,0.5666666667,,,
181,Tajikistan,TJK,14,0,0,3,3,10713525200.3998,1076.43469114729,9952787.0,71.288,1.94,0.269,Asia,0.2142857143,23.0947728176121,6.981409647195629,16.113363170416466
182,Tanzania,TZA,7,0,0,0,0,75769974505.0106,1193.35961914063,65497748.0,66.782,5.35,0.513,Africa,0.4285714286,25.05096793641096,7.084527817696859,17.997526318335026
183,Thailand,THA,51,1,3,2,6,495645210972.751,6913.05080521119,71697030.0,79.68,6.35,0.31,Asia,0.5294117647,26.929126207263742,8.841166325145974,18.08795988211777
184,Togo,TGO,5,0,0,0,0,8169476148.95692,923.240371150258,8848699.0,61.588,2.99,0.578,Africa,0.6,22.823670624907898,6.827889624379893,15.995781000528005
185,Tonga,TON,4,0,0,0,0,500274898.085221,4681.67940711244,106858.0,71.27,,0.462,Oceania,0.5,20.030668301474368,8.451412172214864,11.579256129259504
186,Trinidad and Tobago,TTO,18,0,0,0,0,30053575132.142,19629.4653400829,1531044.0,74.708,7.16,0.264,North America,0.4444444444,24.126247463634353,9.884787050021476,14.241460413612876
187,Tunisia,TUN,27,1,1,1,3,44579761022.8993,3607.91023773078,12356117.0,74.263,5.51,0.237,Africa,0.5185185185,24.520545804254937,8.190884002195313,16.329661802059622
188,Turkey,TUR,101,0,3,5,8,907118435952.688,10674.5041731531,84979913.0,78.475,4.33,0.259,Asia,0.5346534653,27.53353885841842,9.275613389538304,18.257925468880117
189,Turkmenistan,TKM,6,0,0,0,0,56542857142.8571,8792.5485039672,6430770.0,69.41,1.66,,Asia,0.5,24.75826472105956,9.081659880848953,15.676604840210612
190,Tuvalu,TUV,2,0,0,0,0,59065982.0873657,5221.53306995807,11312.0,64.854,,,Oceania,0.5,17.894165717456964,8.560546329320609,9.333619388136354
191,Uganda,UGA,24,1,1,0,2,45565333216.4142,964.354146526666,47249585.0,63.638,4.49,0.527,Africa,0.5416666667,24.542413027858306,6.871458599061635,17.670954428796673
192,Ukraine,UKR,140,3,5,4,12,161989520721.19,4575.97509765625,38000000.0,68.5879268292683,5.06,0.188,Europe,0.4857142857,25.810797483180274,8.428575091099077,17.45309671769066
193,United Arab Emirates,ARE,13,0,0,0,0,507063968277.74,53707.9800813801,9441129.0,79.196,3.01,0.035,Asia,0.3076923077,26.951903002751866,10.89131687432376,16.060586128428106
194,United States,USA,592,40,44,42,126,25744108000000.0,77246.6738828672,333271411.0,77.4341463414634,7.85,0.18,North America,0.5304054054,30.879226901322046,11.254759137300569,19.624467764021475
195,Uruguay,URY,25,0,0,0,0,70164683290.3776,20499.2422244452,3422794.0,78.0,8.66,0.24,South America,0.16,24.974110934355778,9.92814319978208,15.0459677345737
196,Uzbekistan,UZB,86,8,2,3,13,81140823252.4164,2276.16123306477,35648100.0,71.674,2.12,0.242,Asia,0.3720930233,25.119452040746896,7.730245633275273,17.389206407471622
197,Vanuatu,VUT,6,0,0,0,0,1022219297.50335,3128.54042205837,326740.0,70.492,,,Oceania,0.6666666667,20.745241882523064,8.048321855942568,12.6969200265805
198,Venezuela,VEN,33,0,0,0,0,,,28301696.0,71.105,2.31,0.521,South America,0.4545454545,,,17.158432290146397
199,Vietnam,VNM,16,0,0,0,0,410324028883.325,4179.01179036963,98186856.0,74.58,2.62,0.378,Asia,0.75,26.740212998860397,8.337830083781487,18.40238291507891
200,Virgin Islands,VIR,5,0,0,0,0,,,105413.0,80.319512195122,,,North America,0.2,,,11.565641247142132
201,Yemen,YEM,4,0,0,0,0,,698.850349965249,33696614.0,63.72,1.95,0.82,Asia,0.25,,6.5494366277038445,17.332907915497213
202,Zambia,ZMB,27,0,0,1,1,29163782140.4858,1456.90157026157,20017675.0,61.803,5.8,0.526,Africa,0.7407407407,24.09619343871065,7.284067247469493,16.812126191241155
203,Zimbabwe,ZWE,7,0,0,0,0,27366627153.0954,1676.82148896788,16320537.0,59.391,3.04,0.519,Africa,0.2857142857,24.032590120877984,7.424655309507321,16.60793481137066
